record_id,student_id,department,subject_scores,attendance_rate
421,421,Commercial,"{""Term_1"": {""Financial Accounting"": 75, ""Commerce"": 66, ""Economics"": 42, ""English Language"": 74, ""Mathematics"": 47, ""Geography"": 56, ""Agricultural Science"": 70, ""Biology"": 49, ""Religion Studies"": 60, ""Data Processing"": 55, ""Yoruba"": 69}, ""Term_2"": {""Financial Accounting"": 37, ""Commerce"": 40, ""Economics"": 52, ""English Language"": 51, ""Mathematics"": 70, ""Geography"": 64, ""Agricultural Science"": 68, ""Biology"": 56, ""Religion Studies"": 74, ""Data Processing"": 52, ""Yoruba"": 58}, ""Term_3"": {""Financial Accounting"": 39, ""Commerce"": 46, ""Economics"": 33, ""English Language"": 55, ""Mathematics"": 50, ""Geography"": 60, ""Agricultural Science"": 58, ""Biology"": 50, ""Religion Studies"": 60, ""Data Processing"": 62, ""Yoruba"": 66}, ""Term_4"": {""Financial Accounting"": 56, ""Commerce"": 35, ""Economics"": 45, ""English Language"": 41, ""Mathematics"": 47, ""Geography"": 71, ""Agricultural Science"": 68, ""Biology"": 71, ""Religion Studies"": 49, ""Data Processing"": 69, ""Yoruba"": 74}, ""Term_5"": {""Financial Accounting"": 47, ""Commerce"": 35, ""Economics"": 66, ""English Language"": 49, ""Mathematics"": 65, ""Geography"": 53, ""Agricultural Science"": 72, ""Biology"": 75, ""Religion Studies"": 53, ""Data Processing"": 64, ""Yoruba"": 48}, ""Term_6"": {""Financial Accounting"": 49, ""Commerce"": 30, ""Economics"": 40, ""English Language"": 61, ""Mathematics"": 70, ""Geography"": 52, ""Agricultural Science"": 59, ""Biology"": 67, ""Religion Studies"": 75, ""Data Processing"": 62, ""Yoruba"": 68}, ""Term_7"": {""Financial Accounting"": 60, ""Commerce"": 65, ""Economics"": 39, ""English Language"": 44, ""Mathematics"": 50, ""Geography"": 55, ""Agricultural Science"": 51, ""Biology"": 52, ""Religion Studies"": 69, ""Data Processing"": 64, ""Yoruba"": 55}, ""Term_8"": {""Financial Accounting"": 35, ""Commerce"": 40, ""Economics"": 62, ""English Language"": 74, ""Mathematics"": 56, ""Geography"": 72, ""Agricultural Science"": 68, ""Biology"": 69, ""Religion Studies"": 64, ""Data Processing"": 59, ""Yoruba"": 68}}",82.06
422,422,Commercial,"{""Term_1"": {""Financial Accounting"": 30, ""Commerce"": 56, ""Economics"": 35, ""English Language"": 41, ""Mathematics"": 31, ""Further Mathematics"": 40, ""Biology"": 60, ""Religion Studies"": 51, ""Data Processing"": 52, ""Yoruba"": 51}, ""Term_2"": {""Financial Accounting"": 42, ""Commerce"": 46, ""Economics"": 56, ""English Language"": 48, ""Mathematics"": 37, ""Further Mathematics"": 58, ""Biology"": 47, ""Religion Studies"": 49, ""Data Processing"": 68, ""Yoruba"": 48}, ""Term_3"": {""Financial Accounting"": 33, ""Commerce"": 45, ""Economics"": 34, ""English Language"": 47, ""Mathematics"": 42, ""Further Mathematics"": 43, ""Biology"": 58, ""Religion Studies"": 52, ""Data Processing"": 62, ""Yoruba"": 52}, ""Term_4"": {""Financial Accounting"": 32, ""Commerce"": 51, ""Economics"": 31, ""English Language"": 45, ""Mathematics"": 30, ""Further Mathematics"": 44, ""Biology"": 55, ""Religion Studies"": 58, ""Data Processing"": 60, ""Yoruba"": 58}, ""Term_5"": {""Financial Accounting"": 49, ""Commerce"": 58, ""Economics"": 45, ""English Language"": 35, ""Mathematics"": 49, ""Further Mathematics"": 58, ""Biology"": 55, ""Religion Studies"": 51, ""Data Processing"": 66, ""Yoruba"": 57}, ""Term_6"": {""Financial Accounting"": 47, ""Commerce"": 37, ""Economics"": 58, ""English Language"": 30, ""Mathematics"": 36, ""Further Mathematics"": 45, ""Biology"": 54, ""Religion Studies"": 55, ""Data Processing"": 69, ""Yoruba"": 45}, ""Term_7"": {""Financial Accounting"": 31, ""Commerce"": 53, ""Economics"": 31, ""English Language"": 30, ""Mathematics"": 38, ""Further Mathematics"": 43, ""Biology"": 48, ""Religion Studies"": 53, ""Data Processing"": 62, ""Yoruba"": 41}, ""Term_8"": {""Financial Accounting"": 44, ""Commerce"": 36, ""Economics"": 36, ""English Language"": 52, ""Mathematics"": 36, ""Further Mathematics"": 58, ""Biology"": 55, ""Religion Studies"": 43, ""Data Processing"": 59, ""Yoruba"": 40}}",94.96
423,423,Commercial,"{""Term_1"": {""Financial Accounting"": 32, ""Commerce"": 35, ""Economics"": 46, ""English Language"": 46, ""Mathematics"": 41, ""Agricultural Science"": 42, ""Government"": 40, ""Religion Studies"": 58, ""Data Processing"": 59, ""Yoruba"": 40}, ""Term_2"": {""Financial Accounting"": 58, ""Commerce"": 35, ""Economics"": 30, ""English Language"": 33, ""Mathematics"": 30, ""Agricultural Science"": 40, ""Government"": 46, ""Religion Studies"": 52, ""Data Processing"": 68, ""Yoruba"": 43}, ""Term_3"": {""Financial Accounting"": 33, ""Commerce"": 48, ""Economics"": 48, ""English Language"": 40, ""Mathematics"": 43, ""Agricultural Science"": 43, ""Government"": 45, ""Religion Studies"": 48, ""Data Processing"": 57, ""Yoruba"": 51}, ""Term_4"": {""Financial Accounting"": 48, ""Commerce"": 42, ""Economics"": 40, ""English Language"": 56, ""Mathematics"": 48, ""Agricultural Science"": 47, ""Government"": 52, ""Religion Studies"": 52, ""Data Processing"": 56, ""Yoruba"": 42}, ""Term_5"": {""Financial Accounting"": 40, ""Commerce"": 42, ""Economics"": 41, ""English Language"": 34, ""Mathematics"": 49, ""Agricultural Science"": 53, ""Government"": 44, ""Religion Studies"": 53, ""Data Processing"": 59, ""Yoruba"": 59}, ""Term_6"": {""Financial Accounting"": 33, ""Commerce"": 45, ""Economics"": 37, ""English Language"": 42, ""Mathematics"": 40, ""Agricultural Science"": 43, ""Government"": 57, ""Religion Studies"": 56, ""Data Processing"": 64, ""Yoruba"": 45}, ""Term_7"": {""Financial Accounting"": 46, ""Commerce"": 36, ""Economics"": 45, ""English Language"": 53, ""Mathematics"": 45, ""Agricultural Science"": 48, ""Government"": 52, ""Religion Studies"": 42, ""Data Processing"": 66, ""Yoruba"": 53}, ""Term_8"": {""Financial Accounting"": 40, ""Commerce"": 49, ""Economics"": 45, ""English Language"": 54, ""Mathematics"": 37, ""Agricultural Science"": 58, ""Government"": 41, ""Religion Studies"": 55, ""Data Processing"": 52, ""Yoruba"": 44}}",89.59
424,424,Commercial,"{""Term_1"": {""Financial Accounting"": 36, ""Commerce"": 47, ""Economics"": 40, ""English Language"": 46, ""Mathematics"": 31, ""Geography"": 43, ""Further Mathematics"": 40, ""Agricultural Science"": 49, ""Religion Studies"": 67, ""Data Processing"": 68}, ""Term_2"": {""Financial Accounting"": 52, ""Commerce"": 48, ""Economics"": 30, ""English Language"": 44, ""Mathematics"": 46, ""Geography"": 46, ""Further Mathematics"": 52, ""Agricultural Science"": 42, ""Religion Studies"": 57, ""Data Processing"": 54}, ""Term_3"": {""Financial Accounting"": 31, ""Commerce"": 49, ""Economics"": 33, ""English Language"": 43, ""Mathematics"": 47, ""Geography"": 42, ""Further Mathematics"": 60, ""Agricultural Science"": 44, ""Religion Studies"": 53, ""Data Processing"": 70}, ""Term_4"": {""Financial Accounting"": 43, ""Commerce"": 42, ""Economics"": 41, ""English Language"": 44, ""Mathematics"": 49, ""Geography"": 56, ""Further Mathematics"": 56, ""Agricultural Science"": 45, ""Religion Studies"": 54, ""Data Processing"": 56}, ""Term_5"": {""Financial Accounting"": 48, ""Commerce"": 31, ""Economics"": 32, ""English Language"": 45, ""Mathematics"": 56, ""Geography"": 54, ""Further Mathematics"": 48, ""Agricultural Science"": 55, ""Religion Studies"": 52, ""Data Processing"": 61}, ""Term_6"": {""Financial Accounting"": 31, ""Commerce"": 36, ""Economics"": 40, ""English Language"": 31, ""Mathematics"": 57, ""Geography"": 59, ""Further Mathematics"": 44, ""Agricultural Science"": 41, ""Religion Studies"": 62, ""Data Processing"": 69}, ""Term_7"": {""Financial Accounting"": 31, ""Commerce"": 41, ""Economics"": 40, ""English Language"": 48, ""Mathematics"": 31, ""Geography"": 48, ""Further Mathematics"": 60, ""Agricultural Science"": 47, ""Religion Studies"": 54, ""Data Processing"": 57}, ""Term_8"": {""Financial Accounting"": 58, ""Commerce"": 43, ""Economics"": 37, ""English Language"": 49, ""Mathematics"": 48, ""Geography"": 49, ""Further Mathematics"": 49, ""Agricultural Science"": 59, ""Religion Studies"": 69, ""Data Processing"": 52}}",80.32
425,425,Commercial,"{""Term_1"": {""Financial Accounting"": 82, ""Commerce"": 96, ""Economics"": 73, ""English Language"": 98, ""Mathematics"": 98, ""Government"": 70, ""Further Mathematics"": 82, ""Biology"": 68, ""Religion Studies"": 95, ""Data Processing"": 55, ""Yoruba"": 66}, ""Term_2"": {""Financial Accounting"": 77, ""Commerce"": 98, ""Economics"": 88, ""English Language"": 99, ""Mathematics"": 75, ""Government"": 78, ""Further Mathematics"": 86, ""Biology"": 81, ""Religion Studies"": 96, ""Data Processing"": 54, ""Yoruba"": 77}, ""Term_3"": {""Financial Accounting"": 88, ""Commerce"": 82, ""Economics"": 72, ""English Language"": 68, ""Mathematics"": 96, ""Government"": 71, ""Further Mathematics"": 84, ""Biology"": 97, ""Religion Studies"": 83, ""Data Processing"": 65, ""Yoruba"": 75}, ""Term_4"": {""Financial Accounting"": 69, ""Commerce"": 76, ""Economics"": 84, ""English Language"": 74, ""Mathematics"": 93, ""Government"": 98, ""Further Mathematics"": 88, ""Biology"": 75, ""Religion Studies"": 75, ""Data Processing"": 69, ""Yoruba"": 65}, ""Term_5"": {""Financial Accounting"": 66, ""Commerce"": 77, ""Economics"": 74, ""English Language"": 98, ""Mathematics"": 73, ""Government"": 70, ""Further Mathematics"": 69, ""Biology"": 92, ""Religion Studies"": 86, ""Data Processing"": 62, ""Yoruba"": 61}, ""Term_6"": {""Financial Accounting"": 74, ""Commerce"": 81, ""Economics"": 96, ""English Language"": 68, ""Mathematics"": 99, ""Government"": 63, ""Further Mathematics"": 93, ""Biology"": 64, ""Religion Studies"": 75, ""Data Processing"": 65, ""Yoruba"": 77}, ""Term_7"": {""Financial Accounting"": 89, ""Commerce"": 75, ""Economics"": 67, ""English Language"": 62, ""Mathematics"": 96, ""Government"": 66, ""Further Mathematics"": 61, ""Biology"": 61, ""Religion Studies"": 81, ""Data Processing"": 70, ""Yoruba"": 61}, ""Term_8"": {""Financial Accounting"": 87, ""Commerce"": 71, ""Economics"": 99, ""English Language"": 63, ""Mathematics"": 68, ""Government"": 61, ""Further Mathematics"": 69, ""Biology"": 78, ""Religion Studies"": 69, ""Data Processing"": 50, ""Yoruba"": 76}}",80.85
426,426,Commercial,"{""Term_1"": {""Financial Accounting"": 58, ""Commerce"": 41, ""Economics"": 34, ""English Language"": 34, ""Mathematics"": 35, ""Geography"": 49, ""Civic Education"": 55, ""Religion Studies"": 59, ""Data Processing"": 56}, ""Term_2"": {""Financial Accounting"": 36, ""Commerce"": 54, ""Economics"": 30, ""English Language"": 45, ""Mathematics"": 45, ""Geography"": 49, ""Civic Education"": 60, ""Religion Studies"": 59, ""Data Processing"": 59}, ""Term_3"": {""Financial Accounting"": 40, ""Commerce"": 48, ""Economics"": 48, ""English Language"": 30, ""Mathematics"": 58, ""Geography"": 40, ""Civic Education"": 47, ""Religion Studies"": 54, ""Data Processing"": 52}, ""Term_4"": {""Financial Accounting"": 43, ""Commerce"": 34, ""Economics"": 41, ""English Language"": 49, ""Mathematics"": 52, ""Geography"": 59, ""Civic Education"": 59, ""Religion Studies"": 53, ""Data Processing"": 55}, ""Term_5"": {""Financial Accounting"": 54, ""Commerce"": 57, ""Economics"": 50, ""English Language"": 48, ""Mathematics"": 45, ""Geography"": 60, ""Civic Education"": 44, ""Religion Studies"": 46, ""Data Processing"": 63}, ""Term_6"": {""Financial Accounting"": 56, ""Commerce"": 45, ""Economics"": 48, ""English Language"": 46, ""Mathematics"": 44, ""Geography"": 57, ""Civic Education"": 48, ""Religion Studies"": 49, ""Data Processing"": 68}, ""Term_7"": {""Financial Accounting"": 42, ""Commerce"": 48, ""Economics"": 41, ""English Language"": 50, ""Mathematics"": 42, ""Geography"": 40, ""Civic Education"": 50, ""Religion Studies"": 54, ""Data Processing"": 52}, ""Term_8"": {""Financial Accounting"": 43, ""Commerce"": 47, ""Economics"": 44, ""English Language"": 55, ""Mathematics"": 44, ""Geography"": 54, ""Civic Education"": 41, ""Religion Studies"": 50, ""Data Processing"": 55}}",66.82
427,427,Commercial,"{""Term_1"": {""Financial Accounting"": 38, ""Commerce"": 34, ""Economics"": 43, ""English Language"": 55, ""Mathematics"": 47, ""Agricultural Science"": 60, ""Civic Education"": 40, ""Further Mathematics"": 57, ""Government"": 47, ""Religion Studies"": 51, ""Data Processing"": 62}, ""Term_2"": {""Financial Accounting"": 45, ""Commerce"": 47, ""Economics"": 49, ""English Language"": 49, ""Mathematics"": 58, ""Agricultural Science"": 58, ""Civic Education"": 47, ""Further Mathematics"": 56, ""Government"": 55, ""Religion Studies"": 45, ""Data Processing"": 64}, ""Term_3"": {""Financial Accounting"": 45, ""Commerce"": 47, ""Economics"": 47, ""English Language"": 54, ""Mathematics"": 41, ""Agricultural Science"": 45, ""Civic Education"": 42, ""Further Mathematics"": 50, ""Government"": 60, ""Religion Studies"": 42, ""Data Processing"": 63}, ""Term_4"": {""Financial Accounting"": 47, ""Commerce"": 43, ""Economics"": 55, ""English Language"": 47, ""Mathematics"": 50, ""Agricultural Science"": 49, ""Civic Education"": 55, ""Further Mathematics"": 42, ""Government"": 46, ""Religion Studies"": 52, ""Data Processing"": 65}, ""Term_5"": {""Financial Accounting"": 59, ""Commerce"": 49, ""Economics"": 47, ""English Language"": 53, ""Mathematics"": 40, ""Agricultural Science"": 56, ""Civic Education"": 56, ""Further Mathematics"": 46, ""Government"": 42, ""Religion Studies"": 43, ""Data Processing"": 60}, ""Term_6"": {""Financial Accounting"": 48, ""Commerce"": 49, ""Economics"": 59, ""English Language"": 49, ""Mathematics"": 58, ""Agricultural Science"": 49, ""Civic Education"": 58, ""Further Mathematics"": 50, ""Government"": 51, ""Religion Studies"": 51, ""Data Processing"": 54}, ""Term_7"": {""Financial Accounting"": 57, ""Commerce"": 57, ""Economics"": 57, ""English Language"": 42, ""Mathematics"": 56, ""Agricultural Science"": 45, ""Civic Education"": 48, ""Further Mathematics"": 55, ""Government"": 51, ""Religion Studies"": 54, ""Data Processing"": 57}, ""Term_8"": {""Financial Accounting"": 54, ""Commerce"": 43, ""Economics"": 58, ""English Language"": 60, ""Mathematics"": 43, ""Agricultural Science"": 48, ""Civic Education"": 51, ""Further Mathematics"": 59, ""Government"": 52, ""Religion Studies"": 48, ""Data Processing"": 52}}",98.23
428,428,Commercial,"{""Term_1"": {""Financial Accounting"": 93, ""Commerce"": 63, ""Economics"": 61, ""English Language"": 91, ""Mathematics"": 90, ""Biology"": 61, ""Civic Education"": 76, ""Agricultural Science"": 81, ""Government"": 97, ""Religion Studies"": 95, ""Data Processing"": 63, ""Yoruba"": 83}, ""Term_2"": {""Financial Accounting"": 83, ""Commerce"": 93, ""Economics"": 81, ""English Language"": 91, ""Mathematics"": 87, ""Biology"": 81, ""Civic Education"": 71, ""Agricultural Science"": 60, ""Government"": 78, ""Religion Studies"": 61, ""Data Processing"": 54, ""Yoruba"": 87}, ""Term_3"": {""Financial Accounting"": 96, ""Commerce"": 74, ""Economics"": 89, ""English Language"": 78, ""Mathematics"": 62, ""Biology"": 61, ""Civic Education"": 95, ""Agricultural Science"": 78, ""Government"": 80, ""Religion Studies"": 85, ""Data Processing"": 54, ""Yoruba"": 78}, ""Term_4"": {""Financial Accounting"": 83, ""Commerce"": 62, ""Economics"": 62, ""English Language"": 86, ""Mathematics"": 61, ""Biology"": 67, ""Civic Education"": 72, ""Agricultural Science"": 79, ""Government"": 78, ""Religion Studies"": 60, ""Data Processing"": 65, ""Yoruba"": 60}, ""Term_5"": {""Financial Accounting"": 79, ""Commerce"": 88, ""Economics"": 92, ""English Language"": 85, ""Mathematics"": 62, ""Biology"": 88, ""Civic Education"": 93, ""Agricultural Science"": 89, ""Government"": 79, ""Religion Studies"": 81, ""Data Processing"": 67, ""Yoruba"": 62}, ""Term_6"": {""Financial Accounting"": 84, ""Commerce"": 67, ""Economics"": 78, ""English Language"": 80, ""Mathematics"": 94, ""Biology"": 72, ""Civic Education"": 79, ""Agricultural Science"": 94, ""Government"": 89, ""Religion Studies"": 69, ""Data Processing"": 61, ""Yoruba"": 76}, ""Term_7"": {""Financial Accounting"": 99, ""Commerce"": 74, ""Economics"": 81, ""English Language"": 98, ""Mathematics"": 63, ""Biology"": 89, ""Civic Education"": 97, ""Agricultural Science"": 73, ""Government"": 87, ""Religion Studies"": 90, ""Data Processing"": 58, ""Yoruba"": 95}, ""Term_8"": {""Financial Accounting"": 91, ""Commerce"": 85, ""Economics"": 81, ""English Language"": 90, ""Mathematics"": 65, ""Biology"": 67, ""Civic Education"": 96, ""Agricultural Science"": 61, ""Government"": 67, ""Religion Studies"": 70, ""Data Processing"": 51, ""Yoruba"": 91}}",89.31
429,429,Commercial,"{""Term_1"": {""Financial Accounting"": 74, ""Commerce"": 99, ""Economics"": 94, ""English Language"": 79, ""Mathematics"": 79, ""Further Mathematics"": 69, ""Civic Education"": 94, ""Government"": 87, ""Geography"": 81, ""Religion Studies"": 61, ""Data Processing"": 62}, ""Term_2"": {""Financial Accounting"": 72, ""Commerce"": 93, ""Economics"": 62, ""English Language"": 93, ""Mathematics"": 81, ""Further Mathematics"": 88, ""Civic Education"": 88, ""Government"": 83, ""Geography"": 91, ""Religion Studies"": 54, ""Data Processing"": 67}, ""Term_3"": {""Financial Accounting"": 76, ""Commerce"": 88, ""Economics"": 96, ""English Language"": 62, ""Mathematics"": 63, ""Further Mathematics"": 81, ""Civic Education"": 60, ""Government"": 76, ""Geography"": 87, ""Religion Studies"": 60, ""Data Processing"": 52}, ""Term_4"": {""Financial Accounting"": 63, ""Commerce"": 64, ""Economics"": 90, ""English Language"": 81, ""Mathematics"": 100, ""Further Mathematics"": 66, ""Civic Education"": 92, ""Government"": 61, ""Geography"": 88, ""Religion Studies"": 64, ""Data Processing"": 63}, ""Term_5"": {""Financial Accounting"": 75, ""Commerce"": 87, ""Economics"": 86, ""English Language"": 83, ""Mathematics"": 83, ""Further Mathematics"": 73, ""Civic Education"": 67, ""Government"": 69, ""Geography"": 65, ""Religion Studies"": 53, ""Data Processing"": 53}, ""Term_6"": {""Financial Accounting"": 81, ""Commerce"": 74, ""Economics"": 61, ""English Language"": 86, ""Mathematics"": 97, ""Further Mathematics"": 60, ""Civic Education"": 97, ""Government"": 99, ""Geography"": 92, ""Religion Studies"": 58, ""Data Processing"": 64}, ""Term_7"": {""Financial Accounting"": 91, ""Commerce"": 86, ""Economics"": 92, ""English Language"": 72, ""Mathematics"": 75, ""Further Mathematics"": 90, ""Civic Education"": 75, ""Government"": 71, ""Geography"": 63, ""Religion Studies"": 64, ""Data Processing"": 65}, ""Term_8"": {""Financial Accounting"": 68, ""Commerce"": 84, ""Economics"": 83, ""English Language"": 70, ""Mathematics"": 71, ""Further Mathematics"": 75, ""Civic Education"": 64, ""Government"": 76, ""Geography"": 71, ""Religion Studies"": 55, ""Data Processing"": 67}}",94.57
430,430,Commercial,"{""Term_1"": {""Financial Accounting"": 56, ""Commerce"": 38, ""Economics"": 48, ""English Language"": 36, ""Mathematics"": 45, ""Agricultural Science"": 47, ""Biology"": 52, ""Government"": 47, ""Religion Studies"": 57, ""Data Processing"": 59, ""Yoruba"": 59}, ""Term_2"": {""Financial Accounting"": 33, ""Commerce"": 34, ""Economics"": 46, ""English Language"": 40, ""Mathematics"": 40, ""Agricultural Science"": 42, ""Biology"": 42, ""Government"": 59, ""Religion Studies"": 43, ""Data Processing"": 52, ""Yoruba"": 46}, ""Term_3"": {""Financial Accounting"": 48, ""Commerce"": 48, ""Economics"": 36, ""English Language"": 33, ""Mathematics"": 49, ""Agricultural Science"": 49, ""Biology"": 53, ""Government"": 52, ""Religion Studies"": 51, ""Data Processing"": 55, ""Yoruba"": 49}, ""Term_4"": {""Financial Accounting"": 38, ""Commerce"": 52, ""Economics"": 44, ""English Language"": 37, ""Mathematics"": 39, ""Agricultural Science"": 57, ""Biology"": 44, ""Government"": 45, ""Religion Studies"": 44, ""Data Processing"": 66, ""Yoruba"": 59}, ""Term_5"": {""Financial Accounting"": 52, ""Commerce"": 37, ""Economics"": 44, ""English Language"": 46, ""Mathematics"": 34, ""Agricultural Science"": 44, ""Biology"": 42, ""Government"": 60, ""Religion Studies"": 54, ""Data Processing"": 66, ""Yoruba"": 60}, ""Term_6"": {""Financial Accounting"": 46, ""Commerce"": 37, ""Economics"": 43, ""English Language"": 30, ""Mathematics"": 51, ""Agricultural Science"": 47, ""Biology"": 47, ""Government"": 51, ""Religion Studies"": 54, ""Data Processing"": 55, ""Yoruba"": 52}, ""Term_7"": {""Financial Accounting"": 47, ""Commerce"": 47, ""Economics"": 40, ""English Language"": 31, ""Mathematics"": 33, ""Agricultural Science"": 55, ""Biology"": 52, ""Government"": 43, ""Religion Studies"": 53, ""Data Processing"": 70, ""Yoruba"": 55}, ""Term_8"": {""Financial Accounting"": 47, ""Commerce"": 43, ""Economics"": 49, ""English Language"": 30, ""Mathematics"": 30, ""Agricultural Science"": 45, ""Biology"": 53, ""Government"": 55, ""Religion Studies"": 43, ""Data Processing"": 64, ""Yoruba"": 52}}",88.4
431,431,Commercial,"{""Term_1"": {""Financial Accounting"": 51, ""Commerce"": 45, ""Economics"": 30, ""English Language"": 38, ""Mathematics"": 34, ""Civic Education"": 65, ""Further Mathematics"": 62, ""Agricultural Science"": 65, ""Religion Studies"": 73, ""Data Processing"": 55}, ""Term_2"": {""Financial Accounting"": 35, ""Commerce"": 66, ""Economics"": 55, ""English Language"": 47, ""Mathematics"": 37, ""Civic Education"": 75, ""Further Mathematics"": 65, ""Agricultural Science"": 74, ""Religion Studies"": 75, ""Data Processing"": 62}, ""Term_3"": {""Financial Accounting"": 49, ""Commerce"": 48, ""Economics"": 46, ""English Language"": 71, ""Mathematics"": 71, ""Civic Education"": 59, ""Further Mathematics"": 73, ""Agricultural Science"": 62, ""Religion Studies"": 51, ""Data Processing"": 68}, ""Term_4"": {""Financial Accounting"": 66, ""Commerce"": 61, ""Economics"": 54, ""English Language"": 58, ""Mathematics"": 70, ""Civic Education"": 74, ""Further Mathematics"": 45, ""Agricultural Science"": 63, ""Religion Studies"": 63, ""Data Processing"": 60}, ""Term_5"": {""Financial Accounting"": 70, ""Commerce"": 55, ""Economics"": 65, ""English Language"": 66, ""Mathematics"": 54, ""Civic Education"": 65, ""Further Mathematics"": 67, ""Agricultural Science"": 73, ""Religion Studies"": 57, ""Data Processing"": 59}, ""Term_6"": {""Financial Accounting"": 75, ""Commerce"": 59, ""Economics"": 65, ""English Language"": 56, ""Mathematics"": 60, ""Civic Education"": 45, ""Further Mathematics"": 68, ""Agricultural Science"": 53, ""Religion Studies"": 52, ""Data Processing"": 68}, ""Term_7"": {""Financial Accounting"": 64, ""Commerce"": 49, ""Economics"": 66, ""English Language"": 64, ""Mathematics"": 57, ""Civic Education"": 65, ""Further Mathematics"": 60, ""Agricultural Science"": 48, ""Religion Studies"": 65, ""Data Processing"": 52}, ""Term_8"": {""Financial Accounting"": 48, ""Commerce"": 64, ""Economics"": 70, ""English Language"": 73, ""Mathematics"": 45, ""Civic Education"": 64, ""Further Mathematics"": 73, ""Agricultural Science"": 46, ""Religion Studies"": 56, ""Data Processing"": 66}}",92.81
432,432,Commercial,"{""Term_1"": {""Financial Accounting"": 70, ""Commerce"": 89, ""Economics"": 76, ""English Language"": 89, ""Mathematics"": 77, ""Agricultural Science"": 99, ""Biology"": 87, ""Religion Studies"": 93, ""Data Processing"": 57, ""Yoruba"": 76}, ""Term_2"": {""Financial Accounting"": 76, ""Commerce"": 69, ""Economics"": 94, ""English Language"": 72, ""Mathematics"": 99, ""Agricultural Science"": 66, ""Biology"": 92, ""Religion Studies"": 76, ""Data Processing"": 66, ""Yoruba"": 86}, ""Term_3"": {""Financial Accounting"": 89, ""Commerce"": 75, ""Economics"": 79, ""English Language"": 81, ""Mathematics"": 72, ""Agricultural Science"": 86, ""Biology"": 67, ""Religion Studies"": 88, ""Data Processing"": 67, ""Yoruba"": 87}, ""Term_4"": {""Financial Accounting"": 87, ""Commerce"": 70, ""Economics"": 82, ""English Language"": 63, ""Mathematics"": 92, ""Agricultural Science"": 60, ""Biology"": 85, ""Religion Studies"": 82, ""Data Processing"": 50, ""Yoruba"": 83}, ""Term_5"": {""Financial Accounting"": 84, ""Commerce"": 75, ""Economics"": 68, ""English Language"": 68, ""Mathematics"": 66, ""Agricultural Science"": 88, ""Biology"": 67, ""Religion Studies"": 97, ""Data Processing"": 57, ""Yoruba"": 96}, ""Term_6"": {""Financial Accounting"": 68, ""Commerce"": 76, ""Economics"": 97, ""English Language"": 85, ""Mathematics"": 93, ""Agricultural Science"": 88, ""Biology"": 62, ""Religion Studies"": 84, ""Data Processing"": 60, ""Yoruba"": 91}, ""Term_7"": {""Financial Accounting"": 92, ""Commerce"": 76, ""Economics"": 66, ""English Language"": 98, ""Mathematics"": 93, ""Agricultural Science"": 72, ""Biology"": 66, ""Religion Studies"": 60, ""Data Processing"": 61, ""Yoruba"": 88}, ""Term_8"": {""Financial Accounting"": 76, ""Commerce"": 74, ""Economics"": 98, ""English Language"": 77, ""Mathematics"": 93, ""Agricultural Science"": 79, ""Biology"": 96, ""Religion Studies"": 65, ""Data Processing"": 60, ""Yoruba"": 76}}",98.19
433,433,Commercial,"{""Term_1"": {""Financial Accounting"": 84, ""Commerce"": 61, ""Economics"": 98, ""English Language"": 72, ""Mathematics"": 86, ""Biology"": 88, ""Government"": 95, ""Religion Studies"": 79, ""Data Processing"": 70}, ""Term_2"": {""Financial Accounting"": 62, ""Commerce"": 72, ""Economics"": 68, ""English Language"": 67, ""Mathematics"": 91, ""Biology"": 92, ""Government"": 90, ""Religion Studies"": 98, ""Data Processing"": 56}, ""Term_3"": {""Financial Accounting"": 79, ""Commerce"": 76, ""Economics"": 86, ""English Language"": 72, ""Mathematics"": 90, ""Biology"": 98, ""Government"": 87, ""Religion Studies"": 66, ""Data Processing"": 64}, ""Term_4"": {""Financial Accounting"": 90, ""Commerce"": 78, ""Economics"": 78, ""English Language"": 61, ""Mathematics"": 86, ""Biology"": 84, ""Government"": 75, ""Religion Studies"": 95, ""Data Processing"": 62}, ""Term_5"": {""Financial Accounting"": 85, ""Commerce"": 73, ""Economics"": 69, ""English Language"": 79, ""Mathematics"": 81, ""Biology"": 99, ""Government"": 70, ""Religion Studies"": 64, ""Data Processing"": 66}, ""Term_6"": {""Financial Accounting"": 97, ""Commerce"": 61, ""Economics"": 98, ""English Language"": 66, ""Mathematics"": 91, ""Biology"": 99, ""Government"": 93, ""Religion Studies"": 74, ""Data Processing"": 70}, ""Term_7"": {""Financial Accounting"": 85, ""Commerce"": 92, ""Economics"": 65, ""English Language"": 80, ""Mathematics"": 90, ""Biology"": 70, ""Government"": 71, ""Religion Studies"": 96, ""Data Processing"": 55}, ""Term_8"": {""Financial Accounting"": 68, ""Commerce"": 93, ""Economics"": 89, ""English Language"": 77, ""Mathematics"": 86, ""Biology"": 94, ""Government"": 61, ""Religion Studies"": 62, ""Data Processing"": 67}}",68.09
