result_id,student_id,exam_type,department,subject_scores,pass_or_fail
250,250,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 52, 'Economics': 78, 'English Language': 49, 'Mathematics': 60, 'Geography': 55, 'Government': 45, 'Agricultural Science': 65, 'Biology': 46, 'Yoruba Language': 51}",Fail
251,251,WASSCE,Commercial,"{'Financial Accounting': 39, 'Commerce': 72, 'Economics': 47, 'English Language': 58, 'Mathematics': 60, 'Geography': 57, 'Biology': 50, 'Yoruba Language': 45, 'Further Mathematics': 56, 'Civic Education': 38}",Fail
252,252,WASSCE,Commercial,"{'Financial Accounting': 69, 'Commerce': 75, 'Economics': 56, 'English Language': 67, 'Mathematics': 50, 'Government': 60, 'Agricultural Science': 42, 'Biology': 62, 'Civic Education': 75}",Pass
253,253,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 53, 'Economics': 60, 'English Language': 54, 'Mathematics': 46, 'Geography': 53, 'Government': 51, 'Biology': 50, 'Religious and Moral Instructions': 64, 'Civic Education': 67}",Fail
254,254,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 56, 'Economics': 53, 'English Language': 67, 'Mathematics': 63, 'Yoruba Language': 57, 'Further Mathematics': 45, 'Religious and Moral Instructions': 68, 'Civic Education': 69}",Pass
255,255,WASSCE,Commercial,"{'Financial Accounting': 39, 'Commerce': 68, 'Economics': 38, 'English Language': 59, 'Mathematics': 60, 'Biology': 67, 'Religious and Moral Instructions': 49, 'Civic Education': 59}",Fail
256,256,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 43, 'Economics': 49, 'English Language': 40, 'Mathematics': 63, 'Government': 62, 'Biology': 62, 'Further Mathematics': 47}",Fail
257,257,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 58, 'Economics': 59, 'English Language': 49, 'Mathematics': 58, 'Agricultural Science': 54, 'Yoruba Language': 68, 'Further Mathematics': 61}",Fail
258,258,WASSCE,Commercial,"{'Financial Accounting': 53, 'Commerce': 39, 'Economics': 70, 'English Language': 58, 'Mathematics': 52, 'Government': 69, 'Agricultural Science': 70, 'Civic Education': 65}",Fail
259,259,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 64, 'Economics': 51, 'English Language': 57, 'Mathematics': 55, 'Geography': 62, 'Biology': 47, 'Yoruba Language': 46}",Pass
260,260,WASSCE,Commercial,"{'Financial Accounting': 72, 'Commerce': 46, 'Economics': 64, 'English Language': 57, 'Mathematics': 56, 'Geography': 50, 'Government': 61, 'Biology': 51, 'Religious and Moral Instructions': 50}",Fail
261,261,WASSCE,Commercial,"{'Financial Accounting': 41, 'Commerce': 67, 'Economics': 65, 'English Language': 50, 'Mathematics': 49, 'Agricultural Science': 65, 'Yoruba Language': 50, 'Further Mathematics': 49, 'Civic Education': 55}",Fail
262,262,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 54, 'Economics': 48, 'English Language': 70, 'Mathematics': 53, 'Yoruba Language': 52, 'Further Mathematics': 66, 'Religious and Moral Instructions': 65, 'Civic Education': 75}",Fail
263,263,WASSCE,Commercial,"{'Financial Accounting': 47, 'Commerce': 49, 'Economics': 50, 'English Language': 49, 'Mathematics': 52, 'Geography': 46, 'Government': 49, 'Yoruba Language': 59, 'Further Mathematics': 48}",Fail
264,264,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 47, 'Economics': 81, 'English Language': 49, 'Mathematics': 67, 'Government': 49, 'Agricultural Science': 52, 'Biology': 60, 'Religious and Moral Instructions': 67, 'Civic Education': 57}",Fail
265,265,WASSCE,Commercial,"{'Financial Accounting': 45, 'Commerce': 46, 'Economics': 44, 'English Language': 53, 'Mathematics': 61, 'Biology': 46, 'Yoruba Language': 45, 'Religious and Moral Instructions': 65}",Fail
266,266,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 59, 'Economics': 47, 'English Language': 59, 'Mathematics': 44, 'Geography': 69, 'Government': 60, 'Yoruba Language': 61, 'Religious and Moral Instructions': 55}",Fail
267,267,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 45, 'Economics': 52, 'English Language': 53, 'Mathematics': 43, 'Geography': 40, 'Government': 57, 'Yoruba Language': 55}",Fail
268,268,WASSCE,Commercial,"{'Financial Accounting': 57, 'Commerce': 51, 'Economics': 62, 'English Language': 54, 'Mathematics': 50, 'Government': 53, 'Agricultural Science': 63, 'Biology': 54, 'Religious and Moral Instructions': 56}",Pass
269,269,WASSCE,Commercial,"{'Financial Accounting': 67, 'Commerce': 61, 'Economics': 60, 'English Language': 54, 'Mathematics': 55, 'Agricultural Science': 55, 'Further Mathematics': 47, 'Civic Education': 49}",Pass
270,270,WASSCE,Commercial,"{'Financial Accounting': 65, 'Commerce': 68, 'Economics': 61, 'English Language': 54, 'Mathematics': 63, 'Biology': 68, 'Yoruba Language': 56, 'Further Mathematics': 71, 'Religious and Moral Instructions': 69, 'Civic Education': 61}",Pass
271,271,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 56, 'Economics': 55, 'English Language': 46, 'Mathematics': 52, 'Geography': 53, 'Government': 63, 'Agricultural Science': 59, 'Yoruba Language': 62}",Fail
272,272,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 48, 'Economics': 43, 'English Language': 61, 'Mathematics': 58, 'Government': 45, 'Agricultural Science': 70, 'Yoruba Language': 57, 'Religious and Moral Instructions': 36}",Fail
273,273,WASSCE,Commercial,"{'Financial Accounting': 68, 'Commerce': 70, 'Economics': 55, 'English Language': 60, 'Mathematics': 64, 'Agricultural Science': 59, 'Yoruba Language': 75, 'Civic Education': 47}",Pass
274,274,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 61, 'Economics': 43, 'English Language': 56, 'Mathematics': 47, 'Agricultural Science': 53, 'Biology': 66, 'Further Mathematics': 76, 'Religious and Moral Instructions': 57, 'Civic Education': 79}",Fail
275,275,WASSCE,Commercial,"{'Financial Accounting': 66, 'Commerce': 36, 'Economics': 61, 'English Language': 42, 'Mathematics': 66, 'Government': 58, 'Agricultural Science': 55, 'Yoruba Language': 63, 'Religious and Moral Instructions': 50}",Fail
276,276,WASSCE,Commercial,"{'Financial Accounting': 41, 'Commerce': 52, 'Economics': 56, 'English Language': 61, 'Mathematics': 53, 'Biology': 45, 'Yoruba Language': 60, 'Further Mathematics': 62, 'Civic Education': 64}",Fail
277,277,WASSCE,Commercial,"{'Financial Accounting': 69, 'Commerce': 54, 'Economics': 51, 'English Language': 62, 'Mathematics': 55, 'Geography': 71, 'Yoruba Language': 48, 'Civic Education': 45}",Pass
278,278,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 55, 'Economics': 62, 'English Language': 52, 'Mathematics': 45, 'Geography': 55, 'Government': 61, 'Yoruba Language': 68, 'Religious and Moral Instructions': 55, 'Civic Education': 57}",Fail
279,279,WASSCE,Commercial,"{'Financial Accounting': 44, 'Commerce': 63, 'Economics': 38, 'English Language': 62, 'Mathematics': 67, 'Geography': 48, 'Further Mathematics': 52, 'Religious and Moral Instructions': 61, 'Civic Education': 49}",Fail
280,280,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 72, 'Economics': 68, 'English Language': 61, 'Mathematics': 48, 'Geography': 44, 'Yoruba Language': 57, 'Civic Education': 72}",Fail
281,281,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 50, 'Economics': 44, 'English Language': 47, 'Mathematics': 54, 'Geography': 65, 'Religious and Moral Instructions': 44, 'Civic Education': 64}",Fail
282,282,WASSCE,Commercial,"{'Financial Accounting': 65, 'Commerce': 51, 'Economics': 59, 'English Language': 54, 'Mathematics': 46, 'Government': 67, 'Agricultural Science': 37, 'Yoruba Language': 43, 'Civic Education': 59}",Fail
283,283,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 46, 'Economics': 49, 'English Language': 50, 'Mathematics': 49, 'Geography': 75, 'Agricultural Science': 47, 'Biology': 70, 'Further Mathematics': 52, 'Civic Education': 54}",Fail
284,284,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 43, 'Economics': 54, 'English Language': 52, 'Mathematics': 59, 'Geography': 51, 'Yoruba Language': 54, 'Civic Education': 49}",Fail
285,285,WASSCE,Commercial,"{'Financial Accounting': 61, 'Commerce': 81, 'Economics': 59, 'English Language': 66, 'Mathematics': 63, 'Geography': 57, 'Government': 59, 'Further Mathematics': 62, 'Civic Education': 46}",Pass
286,286,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 65, 'Economics': 55, 'English Language': 52, 'Mathematics': 45, 'Government': 67, 'Biology': 63, 'Further Mathematics': 64, 'Civic Education': 74}",Fail
287,287,WASSCE,Commercial,"{'Financial Accounting': 69, 'Commerce': 51, 'Economics': 67, 'English Language': 63, 'Mathematics': 60, 'Geography': 49, 'Government': 55, 'Agricultural Science': 51, 'Religious and Moral Instructions': 50, 'Civic Education': 64}",Pass
288,288,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 56, 'Economics': 48, 'English Language': 61, 'Mathematics': 58, 'Geography': 59, 'Government': 56, 'Yoruba Language': 62, 'Further Mathematics': 53, 'Civic Education': 46}",Fail
289,289,WASSCE,Commercial,"{'Financial Accounting': 59, 'Commerce': 54, 'Economics': 84, 'English Language': 53, 'Mathematics': 55, 'Geography': 46, 'Government': 53, 'Agricultural Science': 44, 'Yoruba Language': 53, 'Civic Education': 49}",Pass
290,290,WASSCE,Commercial,"{'Financial Accounting': 57, 'Commerce': 63, 'Economics': 47, 'English Language': 55, 'Mathematics': 60, 'Government': 48, 'Agricultural Science': 53, 'Biology': 58, 'Further Mathematics': 56, 'Civic Education': 55}",Fail
291,291,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 58, 'Economics': 62, 'English Language': 45, 'Mathematics': 62, 'Geography': 64, 'Government': 67, 'Agricultural Science': 58, 'Biology': 71, 'Yoruba Language': 75}",Fail
292,292,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 68, 'Economics': 58, 'English Language': 54, 'Mathematics': 61, 'Geography': 56, 'Government': 82, 'Agricultural Science': 80, 'Biology': 55, 'Further Mathematics': 56}",Pass
293,293,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 55, 'Economics': 57, 'English Language': 51, 'Mathematics': 46, 'Government': 69, 'Agricultural Science': 46, 'Further Mathematics': 65, 'Civic Education': 56}",Fail
294,294,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 68, 'Economics': 41, 'English Language': 59, 'Mathematics': 68, 'Geography': 75, 'Government': 58, 'Biology': 44, 'Yoruba Language': 62, 'Civic Education': 66}",Fail
295,295,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 47, 'Economics': 61, 'English Language': 74, 'Mathematics': 48, 'Yoruba Language': 56, 'Further Mathematics': 48, 'Religious and Moral Instructions': 60}",Fail
296,296,WASSCE,Commercial,"{'Financial Accounting': 67, 'Commerce': 45, 'Economics': 41, 'English Language': 50, 'Mathematics': 58, 'Government': 60, 'Agricultural Science': 55, 'Biology': 58, 'Further Mathematics': 58, 'Religious and Moral Instructions': 57}",Fail
297,297,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 39, 'Economics': 59, 'English Language': 62, 'Mathematics': 42, 'Geography': 53, 'Government': 62, 'Biology': 56, 'Further Mathematics': 47}",Fail
298,298,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 63, 'Economics': 64, 'English Language': 66, 'Mathematics': 62, 'Geography': 66, 'Agricultural Science': 52, 'Biology': 35, 'Yoruba Language': 59}",Pass
299,299,WASSCE,Commercial,"{'Financial Accounting': 72, 'Commerce': 49, 'Economics': 59, 'English Language': 64, 'Mathematics': 68, 'Geography': 66, 'Yoruba Language': 57, 'Further Mathematics': 56, 'Religious and Moral Instructions': 58, 'Civic Education': 51}",Fail
300,300,WASSCE,Commercial,"{'Financial Accounting': 38, 'Commerce': 59, 'Economics': 43, 'English Language': 64, 'Mathematics': 56, 'Agricultural Science': 63, 'Biology': 45, 'Further Mathematics': 69, 'Civic Education': 61}",Fail
301,301,WASSCE,Commercial,"{'Financial Accounting': 73, 'Commerce': 62, 'Economics': 57, 'English Language': 51, 'Mathematics': 59, 'Government': 65, 'Agricultural Science': 56, 'Religious and Moral Instructions': 52, 'Civic Education': 61}",Pass
302,302,WASSCE,Commercial,"{'Financial Accounting': 62, 'Commerce': 59, 'Economics': 65, 'English Language': 71, 'Mathematics': 52, 'Geography': 60, 'Agricultural Science': 35, 'Yoruba Language': 39, 'Further Mathematics': 56, 'Religious and Moral Instructions': 64}",Pass
303,303,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 67, 'Economics': 69, 'English Language': 60, 'Mathematics': 64, 'Agricultural Science': 60, 'Yoruba Language': 46, 'Further Mathematics': 51}",Pass
304,304,WASSCE,Commercial,"{'Financial Accounting': 57, 'Commerce': 63, 'Economics': 63, 'English Language': 51, 'Mathematics': 62, 'Government': 53, 'Biology': 42, 'Further Mathematics': 66}",Pass
305,305,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 67, 'Economics': 48, 'English Language': 51, 'Mathematics': 45, 'Government': 65, 'Agricultural Science': 65, 'Biology': 55, 'Further Mathematics': 72, 'Civic Education': 53}",Fail
306,306,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 54, 'Economics': 46, 'English Language': 58, 'Mathematics': 55, 'Government': 59, 'Yoruba Language': 57, 'Further Mathematics': 62, 'Civic Education': 62}",Fail
307,307,WASSCE,Commercial,"{'Financial Accounting': 67, 'Commerce': 63, 'Economics': 45, 'English Language': 61, 'Mathematics': 55, 'Biology': 56, 'Yoruba Language': 47, 'Further Mathematics': 69, 'Religious and Moral Instructions': 47, 'Civic Education': 50}",Fail
308,308,WASSCE,Commercial,"{'Financial Accounting': 59, 'Commerce': 61, 'Economics': 56, 'English Language': 60, 'Mathematics': 59, 'Geography': 57, 'Biology': 42, 'Yoruba Language': 66, 'Further Mathematics': 69, 'Religious and Moral Instructions': 57}",Pass
309,309,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 68, 'Economics': 61, 'English Language': 43, 'Mathematics': 38, 'Geography': 48, 'Government': 61, 'Agricultural Science': 67}",Fail
310,310,WASSCE,Commercial,"{'Financial Accounting': 46, 'Commerce': 58, 'Economics': 60, 'English Language': 46, 'Mathematics': 41, 'Geography': 55, 'Government': 59, 'Civic Education': 75}",Fail
311,311,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 61, 'Economics': 45, 'English Language': 54, 'Mathematics': 58, 'Geography': 65, 'Government': 53, 'Further Mathematics': 63}",Fail
312,312,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 71, 'Economics': 76, 'English Language': 47, 'Mathematics': 47, 'Government': 60, 'Biology': 52, 'Yoruba Language': 66, 'Civic Education': 52}",Fail
313,313,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 39, 'Economics': 65, 'English Language': 43, 'Mathematics': 50, 'Agricultural Science': 53, 'Biology': 69, 'Yoruba Language': 60, 'Further Mathematics': 59}",Fail
314,314,WASSCE,Commercial,"{'Financial Accounting': 57, 'Commerce': 62, 'Economics': 60, 'English Language': 55, 'Mathematics': 63, 'Government': 62, 'Agricultural Science': 62, 'Biology': 63, 'Religious and Moral Instructions': 50, 'Civic Education': 57}",Pass
315,315,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 65, 'Economics': 63, 'English Language': 62, 'Mathematics': 48, 'Geography': 68, 'Agricultural Science': 68, 'Further Mathematics': 65}",Fail
316,316,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 66, 'Economics': 57, 'English Language': 68, 'Mathematics': 55, 'Geography': 70, 'Agricultural Science': 55, 'Yoruba Language': 59, 'Further Mathematics': 49, 'Religious and Moral Instructions': 70}",Pass
317,317,WASSCE,Commercial,"{'Financial Accounting': 59, 'Commerce': 61, 'Economics': 59, 'English Language': 73, 'Mathematics': 51, 'Biology': 59, 'Yoruba Language': 57, 'Further Mathematics': 60, 'Civic Education': 57}",Pass
318,318,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 57, 'Economics': 42, 'English Language': 59, 'Mathematics': 85, 'Government': 64, 'Agricultural Science': 51, 'Biology': 53}",Fail
319,319,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 64, 'Economics': 64, 'English Language': 53, 'Mathematics': 61, 'Government': 47, 'Biology': 46, 'Further Mathematics': 59, 'Religious and Moral Instructions': 51, 'Civic Education': 41}",Pass
320,320,WASSCE,Commercial,"{'Financial Accounting': 65, 'Commerce': 56, 'Economics': 44, 'English Language': 60, 'Mathematics': 65, 'Agricultural Science': 59, 'Biology': 59, 'Civic Education': 67}",Fail
321,321,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 57, 'Economics': 57, 'English Language': 46, 'Mathematics': 37, 'Geography': 53, 'Government': 56, 'Agricultural Science': 53, 'Biology': 48, 'Yoruba Language': 64}",Fail
322,322,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 53, 'Economics': 40, 'English Language': 64, 'Mathematics': 46, 'Agricultural Science': 58, 'Biology': 57, 'Yoruba Language': 76}",Fail
323,323,WASSCE,Commercial,"{'Financial Accounting': 73, 'Commerce': 64, 'Economics': 55, 'English Language': 52, 'Mathematics': 55, 'Geography': 52, 'Biology': 51, 'Yoruba Language': 45}",Pass
324,324,WASSCE,Commercial,"{'Financial Accounting': 73, 'Commerce': 55, 'Economics': 63, 'English Language': 46, 'Mathematics': 65, 'Geography': 78, 'Biology': 79, 'Yoruba Language': 46, 'Religious and Moral Instructions': 55, 'Civic Education': 51}",Fail
325,325,WASSCE,Commercial,"{'Financial Accounting': 72, 'Commerce': 59, 'Economics': 55, 'English Language': 47, 'Mathematics': 62, 'Government': 53, 'Agricultural Science': 53, 'Biology': 45, 'Yoruba Language': 65, 'Further Mathematics': 64}",Fail
326,326,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 72, 'Economics': 63, 'English Language': 44, 'Mathematics': 50, 'Government': 61, 'Biology': 46, 'Civic Education': 61}",Fail
327,327,WASSCE,Commercial,"{'Financial Accounting': 62, 'Commerce': 53, 'Economics': 46, 'English Language': 66, 'Mathematics': 45, 'Government': 72, 'Agricultural Science': 67, 'Further Mathematics': 44}",Fail
328,328,WASSCE,Commercial,"{'Financial Accounting': 70, 'Commerce': 64, 'Economics': 60, 'English Language': 47, 'Mathematics': 56, 'Geography': 62, 'Government': 42, 'Biology': 62}",Fail
329,329,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 49, 'Economics': 56, 'English Language': 41, 'Mathematics': 59, 'Agricultural Science': 41, 'Biology': 42, 'Further Mathematics': 54, 'Civic Education': 58}",Fail
330,330,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 36, 'Economics': 63, 'English Language': 47, 'Mathematics': 45, 'Government': 50, 'Further Mathematics': 53, 'Civic Education': 51}",Fail
331,331,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 53, 'Economics': 65, 'English Language': 46, 'Mathematics': 58, 'Biology': 56, 'Yoruba Language': 53, 'Further Mathematics': 71, 'Religious and Moral Instructions': 74, 'Civic Education': 56}",Fail
332,332,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 42, 'Economics': 47, 'English Language': 60, 'Mathematics': 53, 'Geography': 67, 'Biology': 59, 'Yoruba Language': 45, 'Religious and Moral Instructions': 62, 'Civic Education': 66}",Fail
333,333,WASSCE,Commercial,"{'Financial Accounting': 73, 'Commerce': 68, 'Economics': 47, 'English Language': 54, 'Mathematics': 56, 'Geography': 66, 'Government': 57, 'Biology': 69, 'Further Mathematics': 58, 'Religious and Moral Instructions': 48}",Fail
334,334,WASSCE,Commercial,"{'Financial Accounting': 38, 'Commerce': 61, 'Economics': 70, 'English Language': 59, 'Mathematics': 53, 'Government': 58, 'Agricultural Science': 46, 'Biology': 70, 'Yoruba Language': 77, 'Civic Education': 64}",Fail
335,335,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 56, 'Economics': 63, 'English Language': 67, 'Mathematics': 73, 'Agricultural Science': 48, 'Religious and Moral Instructions': 54, 'Civic Education': 60}",Pass
336,336,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 54, 'Economics': 62, 'English Language': 56, 'Mathematics': 64, 'Geography': 59, 'Agricultural Science': 62, 'Yoruba Language': 65, 'Religious and Moral Instructions': 40, 'Civic Education': 60}",Fail
337,337,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 63, 'Economics': 41, 'English Language': 64, 'Mathematics': 50, 'Geography': 56, 'Agricultural Science': 51, 'Further Mathematics': 55}",Fail
338,338,WASSCE,Commercial,"{'Financial Accounting': 66, 'Commerce': 65, 'Economics': 49, 'English Language': 62, 'Mathematics': 44, 'Government': 54, 'Yoruba Language': 51, 'Further Mathematics': 50, 'Religious and Moral Instructions': 67, 'Civic Education': 55}",Fail
339,339,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 49, 'Economics': 66, 'English Language': 61, 'Mathematics': 57, 'Geography': 59, 'Government': 59, 'Yoruba Language': 42, 'Civic Education': 66}",Fail
340,340,WASSCE,Commercial,"{'Financial Accounting': 53, 'Commerce': 56, 'Economics': 67, 'English Language': 53, 'Mathematics': 83, 'Geography': 44, 'Agricultural Science': 60, 'Further Mathematics': 66, 'Civic Education': 51}",Pass
341,341,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 62, 'Economics': 61, 'English Language': 61, 'Mathematics': 47, 'Geography': 42, 'Government': 52, 'Biology': 46}",Fail
342,342,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 51, 'Economics': 57, 'English Language': 41, 'Mathematics': 49, 'Geography': 66, 'Agricultural Science': 45, 'Biology': 56, 'Civic Education': 63}",Fail
343,343,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 50, 'Economics': 53, 'English Language': 49, 'Mathematics': 47, 'Geography': 51, 'Government': 53, 'Biology': 41, 'Civic Education': 55}",Fail
344,344,WASSCE,Commercial,"{'Financial Accounting': 70, 'Commerce': 60, 'Economics': 47, 'English Language': 57, 'Mathematics': 51, 'Geography': 54, 'Government': 54, 'Agricultural Science': 60, 'Biology': 42, 'Civic Education': 47}",Fail
345,345,WASSCE,Commercial,"{'Financial Accounting': 45, 'Commerce': 60, 'Economics': 51, 'English Language': 56, 'Mathematics': 53, 'Government': 57, 'Agricultural Science': 71, 'Civic Education': 78}",Fail
346,346,WASSCE,Commercial,"{'Financial Accounting': 52, 'Commerce': 40, 'Economics': 62, 'English Language': 47, 'Mathematics': 73, 'Government': 55, 'Agricultural Science': 47, 'Further Mathematics': 59, 'Civic Education': 54}",Fail
347,347,WASSCE,Commercial,"{'Financial Accounting': 64, 'Commerce': 50, 'Economics': 66, 'English Language': 56, 'Mathematics': 55, 'Geography': 49, 'Religious and Moral Instructions': 69, 'Civic Education': 44}",Pass
348,348,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 57, 'Economics': 60, 'English Language': 61, 'Mathematics': 61, 'Agricultural Science': 63, 'Further Mathematics': 47, 'Religious and Moral Instructions': 51, 'Civic Education': 68}",Fail
349,349,WASSCE,Commercial,"{'Financial Accounting': 68, 'Commerce': 65, 'Economics': 65, 'English Language': 54, 'Mathematics': 52, 'Geography': 46, 'Agricultural Science': 61, 'Biology': 58, 'Yoruba Language': 61, 'Further Mathematics': 62}",Pass
350,350,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 48, 'Economics': 55, 'English Language': 64, 'Mathematics': 48, 'Geography': 62, 'Biology': 52, 'Yoruba Language': 58, 'Further Mathematics': 54}",Fail
351,351,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 57, 'Economics': 66, 'English Language': 43, 'Mathematics': 57, 'Government': 63, 'Yoruba Language': 58, 'Religious and Moral Instructions': 54, 'Civic Education': 61}",Fail
352,352,WASSCE,Commercial,"{'Financial Accounting': 46, 'Commerce': 66, 'Economics': 45, 'English Language': 41, 'Mathematics': 44, 'Geography': 67, 'Government': 56, 'Agricultural Science': 45, 'Further Mathematics': 52, 'Religious and Moral Instructions': 65}",Fail
353,353,WASSCE,Commercial,"{'Financial Accounting': 61, 'Commerce': 62, 'Economics': 70, 'English Language': 57, 'Mathematics': 44, 'Agricultural Science': 64, 'Biology': 62, 'Religious and Moral Instructions': 44, 'Civic Education': 57}",Fail
354,354,WASSCE,Commercial,"{'Financial Accounting': 74, 'Commerce': 55, 'Economics': 47, 'English Language': 63, 'Mathematics': 50, 'Government': 54, 'Agricultural Science': 59, 'Further Mathematics': 62, 'Civic Education': 58}",Fail
355,355,WASSCE,Commercial,"{'Financial Accounting': 70, 'Commerce': 56, 'Economics': 64, 'English Language': 78, 'Mathematics': 59, 'Geography': 52, 'Government': 68, 'Yoruba Language': 60, 'Further Mathematics': 73, 'Religious and Moral Instructions': 64}",Pass
356,356,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 59, 'Economics': 61, 'English Language': 66, 'Mathematics': 63, 'Geography': 47, 'Yoruba Language': 54, 'Civic Education': 55}",Pass
357,357,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 63, 'Economics': 50, 'English Language': 46, 'Mathematics': 71, 'Biology': 61, 'Yoruba Language': 48, 'Further Mathematics': 64, 'Religious and Moral Instructions': 64, 'Civic Education': 53}",Fail
358,358,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 52, 'Economics': 60, 'English Language': 63, 'Mathematics': 57, 'Government': 52, 'Agricultural Science': 47, 'Biology': 56, 'Religious and Moral Instructions': 60}",Pass
359,359,WASSCE,Commercial,"{'Financial Accounting': 61, 'Commerce': 54, 'Economics': 63, 'English Language': 73, 'Mathematics': 49, 'Geography': 50, 'Government': 53, 'Yoruba Language': 64, 'Further Mathematics': 63, 'Religious and Moral Instructions': 43}",Fail
360,360,WASSCE,Commercial,"{'Financial Accounting': 42, 'Commerce': 55, 'Economics': 66, 'English Language': 61, 'Mathematics': 42, 'Government': 51, 'Agricultural Science': 51, 'Yoruba Language': 62, 'Religious and Moral Instructions': 74, 'Civic Education': 59}",Fail
361,361,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 67, 'Economics': 48, 'English Language': 45, 'Mathematics': 67, 'Yoruba Language': 57, 'Further Mathematics': 66, 'Religious and Moral Instructions': 46}",Fail
362,362,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 68, 'Economics': 58, 'English Language': 43, 'Mathematics': 68, 'Geography': 61, 'Further Mathematics': 52, 'Religious and Moral Instructions': 58, 'Civic Education': 69}",Fail
363,363,WASSCE,Commercial,"{'Financial Accounting': 44, 'Commerce': 63, 'Economics': 55, 'English Language': 54, 'Mathematics': 47, 'Agricultural Science': 59, 'Further Mathematics': 61, 'Civic Education': 63}",Fail
364,364,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 48, 'Economics': 55, 'English Language': 55, 'Mathematics': 57, 'Agricultural Science': 66, 'Biology': 62, 'Yoruba Language': 43, 'Further Mathematics': 58}",Fail
365,365,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 58, 'Economics': 72, 'English Language': 38, 'Mathematics': 40, 'Geography': 51, 'Government': 56, 'Biology': 51, 'Yoruba Language': 59}",Fail
366,366,WASSCE,Commercial,"{'Financial Accounting': 47, 'Commerce': 52, 'Economics': 50, 'English Language': 51, 'Mathematics': 53, 'Geography': 61, 'Biology': 69, 'Yoruba Language': 75, 'Further Mathematics': 58}",Fail
